,postag,s_id,w_id,word,0
76,IN,7.0,9.0,in,282877
77,PRP$,7.0,10.0,my,36415
78,NN,7.0,11.0,opinion,2814
79,NNP,8.0,0.0,Monica,148
80,NNP,8.0,1.0,Bellucci,0
81,VBZ,8.0,2.0,is,321694
82,DT,8.0,3.0,the,1014971
83,JJS,8.0,4.0,hottest,75
84,NN,8.0,5.0,hooker,226
85,IN,8.0,6.0,in,282877
86,NNP,8.0,7.0,Brotherhood,66
87,IN,8.0,8.0,of,439756
88,DT,8.0,9.0,the,1014971
89,NNP,8.0,10.0,Wolf,484
90,PRP,9.0,0.0,I,258405
91,RB,9.0,1.0,really,34922
92,VBP,9.0,2.0,do,27458
93,RB,9.0,3.0,n't,115
94,VB,9.0,4.0,like,60973
95,NNP,9.0,5.0,Catherine,366
96,NNP,9.0,6.0,Zeta,73
97,NNP,9.0,7.0,Jones,1413
98,RB,9.0,8.0,anymore,1044
99,NNP,10.0,0.0,Sarah,626
100,NNP,10.0,1.0,Michelle,479
101,NNP,10.0,2.0,Gellar,76
102,RB,10.0,3.0,really,34922
103,VBZ,10.0,4.0,gets,9389
104,PRP$,10.0,5.0,my,36415
105,NN,10.0,6.0,fire,1753
106,VBG,10.0,7.0,going,12767
107,NNP,11.0,0.0,Angelina,155
108,NNP,11.0,1.0,Jolie,189
109,VBZ,11.0,2.0,has,50800
110,DT,11.0,3.0,a,491473
111,JJ,11.0,4.0,great,27441
112,NN,11.0,5.0,body,2850
113,CC,11.0,6.0,and,494087
114,JJ,11.0,7.0,various,1889
115,NNS,11.0,8.0,tatoos,0
116,CC,11.0,9.0,but,126937
117,PRP,11.0,10.0,she,41775
118,VBD,11.0,11.0,adopted,252
119,DT,11.0,12.0,a,491473
120,NN,11.0,13.0,baby,1935
121,IN,11.0,14.0,from,62401
122,DT,11.0,15.0,a,491473
123,NN,11.0,16.0,country,2840
124,WDT,11.0,17.0,that,218899
125,VBZ,11.0,18.0,is,321694
126,RB,11.0,19.0,n't,115
127,RB,11.0,20.0,so,62020
128,JJ,11.0,21.0,lucky,872
129,IN,11.0,22.0,as,139962
130,NNS,11.0,23.0,ours,81
131,NNP,12.0,0.0,Harrison,349
132,NNP,12.0,1.0,Ford,866
133,RB,12.0,2.0,especially,7709
134,IN,12.0,3.0,in,282877
135,NNP,12.0,4.0,Witness,666
136,PRP,13.0,0.0,I,258405
137,VBP,13.0,1.0,think,21294
138,IN,13.0,2.0,that,218899
139,NNP,13.0,3.0,Emma,416
140,NNP,13.0,4.0,Watson,313
141,VBZ,13.0,5.0,is,321694
142,RB,13.0,6.0,really,34922
143,JJ,13.0,7.0,hot,2047
144,PRP,14.0,0.0,I,258405
145,RB,14.0,1.0,still,16338
146,IN,14.0,2.0,like,60973
147,PRP$,14.0,3.0,my,36415
148,NN,14.0,4.0,pick,1388
149,DT,14.0,5.0,the,1014971
150,RBS,14.0,6.0,most,26485
151,NNP,14.0,7.0,Emma,416
152,NNP,14.0,8.0,Watson,313
153,PRP,15.0,0.0,I,258405
154,VBP,15.0,1.0,have,83569
155,TO,15.0,2.0,to,407216
156,VB,15.0,3.0,say,15684
157,NNP,15.0,4.0,Salma,77
158,NNP,15.0,5.0,Hayek,97
159,TO,15.0,6.0,to,407216
160,PRP,15.0,7.0,me,31848
161,VBZ,15.0,8.0,is,321694
162,DT,15.0,9.0,the,1014971
163,JJS,15.0,10.0,closest,274
164,NN,15.0,11.0,thing,13545
165,TO,15.0,12.0,to,407216
166,NN,15.0,13.0,perfection,434
167,IN,15.0,14.0,in,282877
168,DT,15.0,15.0,this,226658
169,NN,15.0,16.0,world,11629
170,PRP$,16.0,0.0,My,36415
171,JJ,16.0,1.0,favorite,3597
172,NN,16.0,2.0,actress,3535
173,VBZ,16.0,3.0,is,321694
174,NNP,16.0,4.0,Kate,754
175,NNP,16.0,5.0,Hudson,379
176,NNP,17.0,0.0,Michael,3637
177,NNP,17.0,1.0,Pitt,474
178,VBZ,17.0,2.0,is,321694
179,RB,17.0,3.0,absolutely,4385
180,JJ,17.0,4.0,gorgeous,1070
181,NN,18.0,0.0,Yeah,1438
182,PRP,18.0,1.0,I,258405
183,MD,18.0,2.0,'d,10109
184,VB,18.0,3.0,have,83569
185,TO,18.0,4.0,to,407216
186,VB,18.0,5.0,agree,1680
187,NNP,19.0,0.0,Jennifer,799
188,NNP,19.0,1.0,Aniston,84
189,VBZ,19.0,2.0,is,321694
190,DT,19.0,3.0,a,491473
191,JJ,19.0,4.0,nice,5752
192,NN,19.0,5.0,peice,0
193,IN,19.0,6.0,of,439756
194,NN,19.0,7.0,ass,887
195,DT,20.0,0.0,The,1014971
196,JJ,20.0,1.0,Green,1214
197,NNP,20.0,2.0,Lantern,0
198,NNP,20.0,3.0,Corps,49
199,VBZ,20.0,4.0,has,50800
200,VBN,20.0,5.0,battled,0
201,IN,20.0,6.0,against,4385
202,DT,20.0,7.0,the,1014971
203,NNS,20.0,8.0,forces,881
204,IN,20.0,9.0,of,439756
205,NN,20.0,10.0,evil,4288
206,CC,20.0,11.0,and,494087
207,NN,20.0,12.0,chaos,309
208,IN,20.0,13.0,for,133639
209,DT,20.0,14.0,a,491473
210,NN,20.0,15.0,millennium,122
211,NNP,21.0,0.0,Jessica,421
212,NNP,21.0,1.0,Biel,0
213,CC,21.0,2.0,and,494087
214,NNP,21.0,3.0,Angelina,155
215,NNP,21.0,4.0,Jolie,189
216,VBP,21.0,5.0,have,83569
217,JJ,21.0,6.0,gorgeous,1070
218,VBZ,21.0,7.0,faces,1141
219,NNP,22.0,0.0,Classy,185
220,VBZ,22.0,1.0,is,321694
221,RB,22.0,2.0,probably,8457
222,DT,22.0,3.0,the,1014971
223,JJS,22.0,4.0,least,9351
224,JJ,22.0,5.0,likely,1281
225,NN,22.0,6.0,word,2792
226,PRP,22.0,7.0,you,103796
227,MD,22.0,8.0,would,37105
228,VB,22.0,9.0,expect,3639
229,NN,22.0,10.0,hear,2147
230,VBN,22.0,11.0,associated,399
231,IN,22.0,12.0,with,133897
232,NNP,22.0,13.0,Clara,136
233,NNP,22.0,14.0,Bow,246
234,PRP,23.0,0.0,I,258405
235,VBP,23.0,1.0,adore,192
236,NNP,23.0,2.0,Shawnee,0
237,NNP,23.0,3.0,Smith,1441
238,DT,23.0,4.0,a,491473
239,JJ,23.0,5.0,whole,9415
240,NN,23.0,6.0,lot,12244
241,NNP,24.0,0.0,Josie,96
242,NNP,24.0,1.0,Maran,0
243,VBD,24.0,2.0,was,144148
244,CD,24.0,3.0,one,81320
245,IN,24.0,4.0,of,439756
246,NNP,24.0,5.0,Dracula,844
247,POS,24.0,6.0,'s,197995
248,NNP,24.0,7.0,Brides,77
249,IN,24.0,8.0,in,282877
250,NNP,24.0,9.0,Van,1613
251,NNP,24.0,10.0,Hesling,0
252,NNP,25.0,0.0,Sexiest,52
253,NNP,25.0,1.0,Actor,6992
254,VBZ,25.0,2.0,is,321694
255,NNP,25.0,3.0,Brad,482
256,NNP,25.0,4.0,Pitt,474
257,NNP,26.0,0.0,Sexiest,52
258,NN,26.0,1.0,actress,3535
259,NNP,26.0,2.0,Angelina,155
260,NNP,26.0,3.0,Jolie,189
261,NNP,27.0,0.0,Sorry,2397
262,CC,27.0,1.0,but,126937
263,PRP,27.0,2.0,I,258405
264,RB,27.0,3.0,absolutely,4385
265,VBP,27.0,4.0,loath,0
266,NNP,27.0,5.0,Kiera,0
267,NNP,27.0,6.0,Knightly,0
268,NNP,28.0,0.0,Angelina,155
269,NNP,28.0,1.0,Jolie,189
270,VBZ,28.0,2.0,is,321694
271,JJ,28.0,3.0,awesome,1483
272,PRP,29.0,0.0,I,258405
273,RB,29.0,1.0,also,27505
274,VBP,29.0,2.0,forget,2182
275,TO,29.0,3.0,to,407216
276,VB,29.0,4.0,mention,2435
277,DT,29.0,5.0,the,1014971
278,JJ,29.0,6.0,gorgeous,1070
279,NNP,29.0,7.0,Antonio,234
280,NNP,29.0,8.0,Banderas,113
281,DT,30.0,0.0,Some,47817
282,NN,30.0,1.0,day,8083
283,PRP,30.0,2.0,I,258405
284,MD,30.0,3.0,would,37105
285,VB,30.0,4.0,love,19459
286,TO,30.0,5.0,to,407216
287,VB,30.0,6.0,ask,1788
288,NNP,30.0,7.0,Catherine,366
289,NNP,30.0,8.0,Zeta,73
290,NNP,30.0,9.0,Jones,1413
291,RP,30.0,10.0,out,51432
292,PRP,31.0,0.0,I,258405
293,MD,31.0,1.0,'ll,8729
294,VB,31.0,2.0,take,10584
295,NNP,31.0,3.0,Hugh,303
296,NNP,31.0,4.0,Jackman,75
297,CC,31.0,5.0,and,494087
298,VBP,31.0,6.0,leave,3294
299,DT,31.0,7.0,the,1014971
300,NN,31.0,8.0,rest,5162
301,TO,31.0,9.0,to,407216
302,NN,31.0,10.0,everyone,6723
303,RB,31.0,11.0,else,5948
304,DT,32.0,0.0,The,1014971
305,JJ,32.0,1.0,red,2402
306,JJ,32.0,2.0,haired,253
307,NN,32.0,3.0,actress,3535
308,VBZ,32.0,4.0,is,321694
309,VBN,32.0,5.0,called,4294
310,NNP,32.0,6.0,Lauren,190
311,NNP,32.0,7.0,Ambrose,0
312,NNP,33.0,0.0,Jennifer,799
313,NNP,33.0,1.0,Connelly,106
314,VBZ,33.0,2.0,is,321694
315,JJ,33.0,3.0,beautiful,6101
316,IN,33.0,4.0,in,282877
317,DT,33.0,5.0,that,218899
318,JJ,33.0,6.0,remarkable,828
319,NN,33.0,7.0,way,24085
320,PRP,34.0,0.0,I,258405
321,VBP,34.0,1.0,do,27458
322,IN,34.0,2.0,like,60973
323,NNP,34.0,3.0,Jennifer,799
324,NNP,34.0,4.0,Connelly,106
325,JJR,34.0,5.0,better,17522
326,IN,34.0,6.0,than,29723
327,NNP,34.0,7.0,Keira,62
328,NNP,34.0,8.0,Knightly,0
329,RB,35.0,0.0,Well,32015
330,IN,35.0,1.0,if,50475
331,PRP,35.0,2.0,I,258405
332,VBD,35.0,3.0,had,33083
333,TO,35.0,4.0,to,407216
334,VB,35.0,5.0,stick,1270
335,TO,35.0,6.0,to,407216
336,NNS,35.0,7.0,people,27877
337,PRP$,35.0,8.0,my,36415
338,NN,35.0,9.0,age,3228
339,PRP,35.0,10.0,I,258405
340,MD,35.0,11.0,'d,10109
341,VB,35.0,12.0,say,15684
342,NNP,35.0,13.0,Emma,416
343,NNP,35.0,14.0,Watson,313
344,CC,35.0,15.0,but,126937
345,NNP,35.0,16.0,Kate,754
346,NNP,35.0,17.0,Hudson,379
347,VBZ,35.0,18.0,is,321694
348,PRP$,35.0,19.0,my,36415
349,NN,35.0,20.0,pick,1388
350,NNP,36.0,0.0,Angelina,155
351,NNP,36.0,1.0,Jolie,189
352,VBZ,36.0,2.0,owns,201
353,PRP$,36.0,3.0,my,36415
354,NN,36.0,4.0,manhood,55
355,NNP,37.0,0.0,Jake,398
356,NNP,37.0,1.0,Gyllenhaal,58
357,VBZ,37.0,2.0,is,321694
358,RB,37.0,3.0,rather,8096
359,JJ,37.0,4.0,dreamy,116
360,PRP,38.0,0.0,I,258405
361,VBP,38.0,1.0,have,83569
362,RB,38.0,2.0,also,27505
363,VBD,38.0,3.0,had,33083
364,DT,38.0,4.0,a,491473
365,JJ,38.0,5.0,long,10500
366,NN,38.0,6.0,term,563
367,NN,38.0,7.0,love,19459
368,NN,38.0,8.0,affair,1014
369,IN,38.0,9.0,with,133897
370,NNP,38.0,10.0,Jareod,0
371,NNP,38.0,11.0,Leto,0
372,PRP,39.0,0.0,I,258405
373,VBD,39.0,1.0,bet,657
374,PRP,39.0,2.0,he,90071
375,VBZ,39.0,3.0,passes,351
376,RP,39.0,4.0,up,40653
377,NNP,39.0,5.0,Tobey,0
378,IN,39.0,6.0,in,282877
379,DT,39.0,7.0,the,1014971
380,NN,39.0,8.0,popularity,263
381,NN,39.0,9.0,department,594
382,DT,39.0,10.0,some,47817
383,NN,39.0,11.0,time,37835
384,RB,39.0,12.0,soon,3597
385,PRP,40.0,0.0,I,258405
386,VBP,40.0,1.0,'m,15216
387,JJ,40.0,2.0,attracted,350
388,TO,40.0,3.0,to,407216
389,DT,40.0,4.0,that,218899
390,NNP,40.0,5.0,Monica,148
391,NNP,40.0,6.0,Bellucci,0
392,NN,40.0,7.0,actress,3535
393,NNP,41.0,0.0,Naomi,73
394,NNP,41.0,1.0,Watts,64
395,VBZ,41.0,2.0,is,321694
396,DT,41.0,3.0,the,1014971
397,RBS,41.0,4.0,most,26485
398,JJ,41.0,5.0,beautiful,6101
399,CC,41.0,6.0,and,494087
400,JJ,41.0,7.0,talented,1717
401,NN,41.0,8.0,actress,3535
402,IN,41.0,9.0,in,282877
403,NN,41.0,10.0,hollywood,5753
404,PRP,42.0,0.0,I,258405
405,VBP,42.0,1.0,think,21294
406,NNP,42.0,2.0,Naomi,73
407,NNP,42.0,3.0,Watts,64
408,VBZ,42.0,4.0,is,321694
409,JJ,42.0,5.0,beautiful,6101
410,IN,42.0,6.0,until,5429
411,PRP,42.0,7.0,she,41775
412,VBZ,42.0,8.0,starts,3768
413,VBG,42.0,9.0,talking,2773
414,NNP,43.0,0.0,Tom,2373
415,NNP,43.0,1.0,Hardy,426
416,VBZ,43.0,2.0,has,50800
417,VBN,43.0,3.0,dropped,412
418,IN,43.0,4.0,out,51432
419,IN,43.0,5.0,of,439756
420,NNP,43.0,6.0,Suicide,904
421,NNP,43.0,7.0,Squad,239
422,JJ,43.0,8.0,due,2670
423,TO,43.0,9.0,to,407216
424,VBG,43.0,10.0,scheduling,0
425,NNP,44.0,0.0,Elba,0
426,MD,44.0,1.0,would,37105
427,VB,44.0,2.0,be,81558
428,DT,44.0,3.0,a,491473
429,JJ,44.0,4.0,fantastic,2241
430,NN,44.0,5.0,Bond,1156
431,CC,44.0,6.0,but,126937
432,PRP,44.0,7.0,I,258405
433,VBP,44.0,8.0,fear,1612
434,PRP,44.0,9.0,it,287854
435,VBZ,44.0,10.0,'s,197995
436,RB,44.0,11.0,too,23496
437,JJ,44.0,12.0,late,3459
438,IN,44.0,13.0,in,282877
439,DT,44.0,14.0,the,1014971
440,NN,44.0,15.0,game,4148
441,NNP,45.0,0.0,Jake,398
442,NNP,45.0,1.0,Gyllenhaal,58
443,VBZ,45.0,2.0,is,321694
444,VBN,45.0,3.0,rumored,0
445,TO,45.0,4.0,to,407216
446,VB,45.0,5.0,replace,261
